319,i_prec_width_nofit_nofit_neg_lj,1608112688,0
320,i_prec_width_ff_pos_zp,1608112237,1608112688
321,i_prec_width_ff_neg_zp,0,1608112688
322,i_prec_width_ff_zero_zp,1608112237,1608112688
323,i_prec_width_nf_pos_zp,1608112688,0
324,i_prec_width_nf_neg_zp,1608112688,0
325,i_prec_width_fn_pos_zp,1608112237,1608112688
326,i_prec_width_fn_neg_zp,0,1608112688
327,i_prec_width_nn_pos_zp,1608112688,0
328,i_prec_width_nn_neg_zp,1608112688,0
329,i_prec_width_ff_pos_lj_zp_ignoreflag,0,1608112688
330,i_prec_width_ff_neg_ljzp_ignoreflag,0,1608112688
331,i_prec_width_ff_zero_ljzp_ignoreflag,1608112237,1608112688
332,i_prec_width_nf_pos_ljzp_ignoreflag,1608112688,0
333,i_prec_width_nf_neg_ljzp_ignoreflag,1608112688,0
334,i_prec_width_fn_pos_ljzp_ignoreflag,0,1608112688
335,i_prec_width_fn_neg_ljzp_ignoreflag,0,1608112688
336,i_prec_width_nn_pos_ljzp_ignoreflag,1608112688,0
337,i_prec_width_nn_neg_ljzp_ignoreflag,1608112688,0
338,i_prec0val0_basic,0,1608112688
339,i_prec0val0_implicit,0,1608112688
340,i_prec0val0_w,0,1608112688
341,i_prec0val0_w_impl,0,1608112688
342,i_prec0val0_wlj,0,1608112688
343,i_prec0val0_wlj_impl,0,1608112688
4186,d_neg_prec_star_01,1608112688,0
4187,d_neg_prec_star_02,1608112688,0
4188,d_neg_prec_star_03,1608112688,0
